Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
12:40	ai1v		rc://*/ta/man/translate/grammar-connect-time-sequential	And & stood	1	This word indicates that the event the story will now describe came after the events it has just described. If it would be helpful in your language, you could show this relationship by using a word such as “then.”
12:40	bnz5		rc://*/ta/man/translate/writing-background	also I, and half of the prefects with me	1	Nehemiah now provides further details for the second group, which he had accompanied, similar to the details he provided for the first group in verses 32–36. Alternate translation: “My group included the other half of the leaders of Judah”
12:41	s4t8		rc://*/ta/man/translate/translate-names	Eliakim, Maaseiah, Miniamin, Micaiah, Elioenai, Zechariah, Hananiah	1	These are the names of seven men.
12:42	gqe1		rc://*/ta/man/translate/translate-names	and Maaseiah, and Shemaiah, and Eleazar, and Uzzi, and Jehohanan, and Malkijah, and Elam, and Ezer	1	These are the names of eight men.
12:42	tdc8			And the ones who sang made themselves heard, with Jezrahiah the overseer	1	Alternate translation: “The singers sang loudly, with Jezrahiah directing their choir”
12:42	y2qj		rc://*/ta/man/translate/translate-names	with Jezrahiah	1	This is the name of a man.
12:43	j1l1		rc://*/ta/man/translate/grammar-connect-time-simultaneous	on that day	1	This is a flexible expression that can mean either **on that same day** or **around that time.** But since this verse continues to describe the celebrations for the dedication of the wall, here it likely means **on that same day.**
12:43	jgp9		rc://*/ta/man/translate/figs-abstractnouns	for God had made them glad with great rejoicing	1	The abstract noun **rejoicing** describes how happy the people were as they held this celebration to dedicate the wall. If it would be helpful in your language, you could translate the idea behind this word with an adjective such as **happy.** Alternate translation: “God had made them all very happy”
12:43	p5fe		rc://*/ta/man/translate/figs-abstractnouns	so the rejoicing of Jerusalem was heard from far away	1	In this case the abstract noun **rejoicing** refers to the loud sound that the singers and the people made as they held the ceremony to dedicate the rebuilt wall. If it would be helpful in your language, you could translate the idea behind this abstract noun with a concrete noun such as “sound.” Alternate translation: “the sound that the people made as they celebrated in Jerusalem was so loud that even other people who were far away could hear it”
12:43	j1l3		rc://*/ta/man/translate/figs-activepassive	so the rejoicing of Jerusalem was heard from far away	1	If it would be helpful in your language, you could say this with an active form, and you could say who did the action. Alternate translation: “the sound that the people made as they celebrated in Jerusalem was so loud that even other people who were far away could hear it”
12:43	j1l5		rc://*/ta/man/translate/figs-personification	the rejoicing of Jerusalem	1	Here the story speaks of Jerusalem as if it were a living thing that could celebrate. Alternate translation: “the sound that the people made as they celebrated in Jerusalem”
12:44	j1l7		rc://*/ta/man/translate/grammar-connect-time-simultaneous	on that day	1	As noted for [12:43](../12/43.md), this is a flexible expression that can mean either **on that same day** or **around that time.** So here it could mean either that men were appointed to be in charge of the store rooms on the same day as the dedication celebration, or else at around the same time, perhaps shortly afterwards, once all of the activity of the celebration was over. Alternate translation: “on the same day that they held the ceremony to dedicate the rebuilt wall” or “around this same time”
12:44	fsb6		rc://*/ta/man/translate/figs-explicit	And & men were appointed over the chambers for the storehouses	1	This is referring implicitly to the six Levites whose names are listed in [12:25](../12/25.md). The **chambers** are the storerooms above the gateways to the temple. (Review the note to [12:25](../12/25.md) if that would be helpful.) If it would be helpful in your language, you could say this explicitly. Alternate translation: “we appointed six Levites to be in charge of the store rooms above the gateways to the temple”
12:44	bnw2		rc://*/ta/man/translate/figs-activepassive	And & men were appointed	1	If it would be helpful in your language, you could say this with an active form, and you could say who did the action. In the context of this episode, saying “we” would indicate Nehemiah and his fellow leaders. (“We” would not include the addressee, if your language makes that distinction.) Alternate translation: “we appointed six Levites”
12:44	j1l9		rc://*/ta/man/translate/figs-explicit	for the offerings, for the firstfruits, and for the tithes, to gather into them from the fields of the cities	1	In their covenant, these were the things the people promised to provide in order to support the priests and the Levites. (See [10:36–39](../10/36.md).) If it would be helpful to your readers, you could say this explicitly. Alternate translation: “so that they could collect the offerings, firstfruits, and tithes that the Israelites would bring in from the fields around their cities, as they had promised to do in their covenant”
12:44	j1m1		rc://*/ta/man/translate/figs-abstractnouns	the portions of the law for the priests and for the Levites	1	The abstract noun **portion** refers to the part of each crop that the law commanded the Israelites to give to the temple to support the priests and Levites. If it would be helpful in your language, you could translate the idea behind this word with a different phrase. Alternate translation: “these were the things that the law commanded the Israelites to give from their harvests to support the priests and Levites”
12:44	g347		rc://*/ta/man/translate/grammar-connect-logic-result	For Judah rejoiced over the priests and over the Levites, the ones who were standing	1	If it would be helpful in your language, you could place this sentence first in the verse since it gives the reason for the results that are described in the rest of the verse. You could also show the connection by using a word like “so” after this phrase. Alternate translation: “The people of Judah were very happy that the priests and the Levites were once again serving in the roles that the law had assigned to them. So …”
12:44	j1m3		rc://*/ta/man/translate/figs-metaphor	rejoiced over the priests and over the Levites	1	In this context, **over** is a spatial metaphor that indicates **for** or **because of.** Alternate translation: “were very happy that”
12:44	g9pg		rc://*/ta/man/translate/figs-metaphor	the ones who were standing	1	**Standing** means that the priests and the Levites were serving in the roles that the law had assigned to them. This meaning can be made explicit. Alternate translation: “serving in the roles that the law had assigned to them”
12:45	lm4j		rc://*/ta/man/translate/grammar-connect-logic-result	And they kept	1	In this context, the conjunction **And** indicates that the sentence it introduces explains the results of what the previous verse described. Specifically, the temple personnel were able to perform their duties regularly because the people had organized regular support for them. Alternate translation: “and so”
12:45	j1m5		rc://*/ta/man/translate/figs-abstractnouns	And they kept the service watch of their God and the service watch of purification	1	**They** means the priests and Levites. The abstract noun **service**, in the phrase **service watch of their God**, refers to the duties that God had commanded the priests and Levites to perform in the law. In the phrase “service of purification,” this abstract noun refers to one of those duties in particular, the duty of performing a ceremony for themselves and for others that expressed a desire to be ceremonially clean, that is, acceptable to God. The story describes in [12:30](../12/30.md) how they performed such a ceremony on this occasion. Alternate translation: “So the priests and Levites were able to perform the duties that God had commanded, including performing ceremonies of purification”
12:45	j1m7		rc://*/ta/man/translate/figs-ellipsis	also the ones who sang and the gatekeepers	1	Here the book leaves out some of the words that a sentence would ordinarily need in order to be complete. This phrase seems to means **The singers and the gatekeepers were also able to perform their assigned duties.** You could say that explicitly if it would be helpful to your readers. Alternate translation:
12:45	j1m9		rc://*/ta/man/translate/writing-background	according to the commandment of David and Solomon his son	1	This phrase provides background information that explains that it was King David and King Solomon, his son, who established the duties of the temple singers and gatekeepers. Alternate translation: “as King David and King Solomon, his son, had commanded them to do”
12:46	j1n1		rc://*/ta/man/translate/writing-background	For	1	This word indicates that this sentence will provide further information about the situation that the book is describing here. If it would be helpful to your readers, you could use a word or expression in your own language that indicates the same thing.
12:46	j1n3		rc://*/ta/man/translate/figs-idiom	in the days of David and Asaph, from ancient time there was	1	The expression **from before** is an idiom that means **ever since a long time ago** Alternate translation: “ever since the time of David and Asaph long ago”
12:46	j1n5		rc://*/ta/man/translate/figs-idiom	in the days of David and Asaph	1	The term **days** is used here to refer a particular period of time. Alternate translation: “in the time of David and Asaph”
12:46	j1n7		rc://*/ta/man/translate/translate-names	David and Asaph	1	These are the names of two men.
12:46	j1n9		rc://*/ta/man/translate/figs-explicit	and Asaph	1	The book assumes that the original audience would know that Asaph was the man whom David first appointed to be the director of the Levite singers. If it would be helpful to your readers, you could say this explicitly. Alternate translation: “ever since David first appointed Asaph to lead the singers”
12:46	py1c		rc://*/ta/man/translate/figs-metaphor	a head of the ones who sang	1	**Head** here is a figurative way of saying **leader.** Alternate translation: “the Levite choir has had an appointed director”
12:46	j1o1		rc://*/ta/man/translate/figs-ellipsis	and songs of praise and thanksgiving to God	1	Here the book leaves out some of the words that a sentence would ordinarily need in order to be complete. Alternate translation: “and they have sung songs of praise and thanksgiving to God”
12:47	j1o3		rc://*/ta/man/translate/writing-background	And & all	1	This word indicates that this sentence will provide further information about the situation that the book is describing here. If it would be helpful to your readers, you could use a word or expression in your own language that indicates the same thing.
12:47	flz7			in the days of Zerubbabel and in the days of Nehemiah	1	Alternate translation: “just as they had done in the time of Zerubbabel, so now in the time of Nehemiah”
12:47	mu9s		rc://*/ta/man/translate/figs-idiom	in the days of Zerubbabel and in the days of Nehemiah	1	The term **days** is used here to refer a particular period of time. Alternate translation: “the time of Zerubbabel … the time of Nehemiah”
12:47	e72p		rc://*/ta/man/translate/figs-explicit	in the days of Zerubbabel	1	As [12:1](../12/01.md) explains, this was the man who led the first group of Jews who returned to the province of Judah, about a hundred years before the time of Nehemiah. If it would be helpful to your readers, you could indicate this more explicitly. Alternate translation: “in the time of Zerubbabel, who led the first group back to the province of Judah from exile”
12:47	j1o5		rc://*/ta/man/translate/translate-names	Zerubbabel & Nehemiah	1	These are the names of two men.
12:47	j1o7		rc://*/ta/man/translate/figs-abstractnouns	And in the days of Zerubbabel and in the days of Nehemiah, all Israel was giving the portions of the ones who sang	1	As in [12:44](../12/44.md), the abstract noun **portion** refers to the part of each crop that the Israelites contributed to support the temple personnel. If it would be helpful in your language, you could translate the idea behind this word with a different phrase. Alternate translation: “all the Israelites contributed from their harvests to support the singers and the gatekeepers”
12:47	j1o9		rc://*/ta/man/translate/figs-idiom	as a daily matter in its day	1	As in [11:23](../11/23.md), this is an idiom that means **as each day required**
12:47	j1p1		rc://*/ta/man/translate/figs-explicit	And they were consecrating for the Levites, and the Levites were consecrating for the sons of Aaron	1	**They** means the Israelites, as in the previous sentence. **Consecrating** means **setting apart.** This is likely a reference to the tithe or 1/10 of crops that the Israelites promised in their covenant to give to support the Levites, and to the tithe of this tithe that the Levites then contributed to support the priests, as described in [10:37–38](../10/37.md). If it would be helpful to your readers, you could say this explicitly. Alternate translation: “The Israelites also gave a tenth of their crops to support the Levites, just as they had promised, and the Levites gave a tenth of this tenth to support the priests”
13:intro	tm5a				0	# Nehemiah 13 General Notes\n\n## Religious and Cultural Concepts in This Chapter\n\n### Nehemiah returns to Jerusalem\n\nNehemiah was eager to make sure that the Jews kept their promise to obey the law. When he returned from Persia, he found many things wrong: one of the store rooms in the temple had been converted into a guest room for Tobiah, the Levites had not received their portions for working in the temple, people were working on the Sabbath, and many had married heathen wives. (See: [[rc://*/tw/dict/bible/kt/promise]], [[rc://*/tw/dict/bible/kt/lawofmoses]] and [[rc://*/tw/dict/bible/kt/temple]] and [[rc://*/tw/dict/bible/kt/sabbath]])
13:1	k1a1			On that day	1	As noted for [12:43](../12/43.md) and [12:44](../12/44.md), this is a flexible expression that can mean either “on that same day” or “around that time.” Either meaning might fit the context here, so you could choose to say either one in your translation.
13:1	k1a3		rc://*/ta/man/translate/figs-activepassive	it was read in the book of Moses	1	If it would be helpful in your language, you could say this with an active form, and you could say who did the action. Alternate translation: “we read from the scroll that contained the Law of Moses”
13:1	k9za		rc://*/ta/man/translate/figs-metonymy	in the ears of the people	1	Here, **ears** stand for hearing. Alternate translation: “out loud so that all the people could hear”
13:1	k1a5		rc://*/ta/man/translate/figs-idiom	and it was found written in it	1	**Found** is an idiom that means “could be found there” or “was there.” The expression means that this was something that was in the law. And since Nehemiah and the other leaders were reading this out loud to the people, their purpose was to show them that this was in the law. Alternate translation: “and we showed them that it said”
13:1	k1a7		rc://*/ta/man/translate/figs-activepassive	and it was found written in it	1	If it would be helpful in your language, you could say this with an active form, and you could say who did the action. Alternate translation: “we showed them that it said”
13:1	k1a9		rc://*/ta/man/translate/translate-names	Ammonite or Moabite	1	These are the names of the members of two people groups.
13:1	k1b1		rc://*/ta/man/translate/figs-idiom	shall enter into the assembly of God	1	The expression **assembly of God** can refer either to the entire Israelite community, as in [7:66](../07/66.md) and [8:17](../08/17.md), or to the community gathered for a legal proceeding, as in [5:7](../05/07.md) and [5:13](../05/13.md), or gathered for a religious ceremony, as in [8:2](../08/02.md) and [8:18](../08/18.md). The last meaning is probably in view here. This statement likely means that Ammonites and Moabites were not allowed to join the Israelites in their worship of Yahweh in the temple or on public occasions. For example, [9:2](../09/02.md) describes how the Israelites did not allow any foreigners to take part in their ceremony of national repentance. (Later in this chapter, in [13:23–27](../13/23.md), Nehemiah will describe how he took the further measure of expelling foreigners from the Israelite community itself.) Alternate translation: “could join with the Israelites when they worshiped Yahweh”
13:1	j6si		rc://*/ta/man/translate/figs-idiom	until eternity	1	This expression means that this was a permanent regulation in the Law of Moses. It was not a regulation that applied just to a specific period and that might change afterwards. Alternate translation: “This was a permanent rule.”
13:2	tf8z		rc://*/ta/man/translate/grammar-connect-logic-result	For	1	This word indicates that the sentence it introduces explains the reasons for what the previous sentence described. Alternate translation: “they could not come into the assembly because”
13:2	k1b3		rc://*/ta/man/translate/figs-explicit	they did not meet the sons of Israel with bread and with water	1	The assumption is that readers will know what historical incident this statement is referring to. It is a reference to the time when the Israelites were traveling from Egypt to Canaan through the desert. They were basically refugees. It could have been expected, as a basic act of compassion, that the Ammonites and Moabites would help provide for their needs as they passed through their territories but they refused to do this. If it would be helpful to your readers, you could say this explicitly. Alternate translation: “they did not help meet the needs of the Israelites when they were refugees traveling through their territories”
13:2	k1b5		rc://*/ta/man/translate/figs-metaphor	the sons of Israel	1	**Sons** here means “descendants.” The descendants of Israel were the Israelites. Alternate translation: “the Israelites”
13:2	k1b7		rc://*/ta/man/translate/figs-metonymy	they did & meet & with bread and with water	1	Bread stands for food, and water stands for drink, and together both terms probably represent assistance in general. Alternate translation: “provide food and drink” or “provide the help they needed”
13:2	k1b9		rc://*/ta/man/translate/figs-explicit	And he hired Balaam against them to curse them, but our God overturned the curse to a blessing	1	The assumption once again is that readers will know what historical incident this is referring to. This is a reference to the way the king of Moab hired a prophet named Balaam to curse the Israelites, but instead God made Balaam speak words of blessing about them. If it would be helpful to your readers, you could say this explicitly. Alternate translation: “The Moabites also hired a prophet named Balaam to curse the Israelites, but God made him speak words of blessing instead”
13:2	k1c1		rc://*/ta/man/translate/translate-names	Balaam	1	This is a man’s name.
13:3	j1c3		rc://*/ta/man/translate/grammar-connect-time-sequential	And it happened	1	This phrase indicates that the events the story will now describe came after the things it has just described. You can use an expression in your own language that will indicate this clearly.
13:3	k1c5		rc://*/ta/man/translate/figs-idiom	as soon as they heard the law	1	As in [9:29](../09/29.md), **hear** in this context is an idiom that means not just to hear something audibly, but to understand a command and recognize the need to obey it. Alternate translation: “when they realized that this was what the law commanded”
13:3	k1c7		rc://*/ta/man/translate/figs-idiom	that, & they separated all the mixed company from Israel	1	**Mixed company** is an expression that describes people who were not Israelites. It indicates that if they were present, then the group would be mixed, part Israelite and part non-Israelite. Alternate translation: “They no longer allowed foreigners to worship with the Israelites”
13:4	k1c9		rc://*/ta/man/translate/writing-background	Now, before the face of this	1	This phrase indicates that the events the story will now relate came before the events it has just described. If it would be helpful in your language, you could show this relationship by using a phrase such as “but before all this happened.”
13:4	k1d1		rc://*/ta/man/translate/figs-metaphor	Now, before the face of this	1	In this book, the expression **face** often refers to the front of a person, place, or object. Here the expression has the further figurative significance of “in front of” or “before” a certain time. Alternate translation: “before this time”
13:4	k1d3		rc://*/ta/man/translate/translate-names	Eliashib	1	This is a man’s name. See how you translated it in [3:1](../03/01.md).
13:4	k1d5		rc://*/ta/man/translate/figs-distinguish	Eliashib the priest	1	Here the book repeats some background information to remind readers who Eliashib was. As we learn in [3:1](../03/01.md), [3:20](../03/20.md), and [12:10](../12/10.md), he was actually the Jewish high priest during the time of Nehemiah. Alternate translation: “the high priest”
13:4	bq8k		rc://*/ta/man/translate/figs-activepassive	Eliashib the priest, & was being put	1	If it would be helpful in your language, you could translate this in active form. Alternate translation: “they appointed Eliashib the priest” or “the leaders appointed Eliashib the priest”
13:4	k1d7		rc://*/ta/man/translate/figs-idiom	was being put in the chamber of the house of our God	1	This is most likely a figurative way of saying that as high priest, Eliashib had responsibility for and control over all the rooms in the temple. Alternate translation: “since he had control over”
13:4	adq9			nearly-related to Tobiah	1	Since Tobiah was an Ammonite, Eliashib could not have been his close blood relative. So this expression must refer to a connection by marriage. We learn in [6:18](../06/18.md) that both Tobiah and his son had married Jewish women, and one or both of these women may have been relatives of Eliashib. Alternate translation: “who was related to Tobiah by marriage”
13:4	c9hf		rc://*/ta/man/translate/figs-synecdoche	in the chamber of the house of our God	1	Here one **chamber** or room is used to mean “every chamber” or room in the temple. Alternate translation: “every room in the temple”
13:4	k1d9		rc://*/ta/man/translate/figs-metaphor	the house of our God	1	As often in this book, Nehemiah speaks of the temple here as the **house of God**, as if it were God’s dwelling place. Alternate translation: “the temple”
13:5	xi14		rc://*/ta/man/translate/grammar-connect-logic-result	And he made	1	In this context, the conjunction **and** indicates that the sentence it introduces explains the reason for what the previous sentence described, or what made it possible. Alternate translation: “and so” unless you used the word “since” to introduce the last phrase in [13:4](../13/04.md), in which case the connection would already be clear and you would not need to use any connecting phrase here.
13:5	k1de			for him	1	Verse [13:7](../13/07.md) indicates that **him** refers to Tobiah. If it would be helpful to your readers, you could say that explicitly here. Alternate translation: “he allowed Tobiah to move into a large room in the temple”
13:5	v2in		rc://*/ta/man/translate/figs-explicit	and there previously they were putting offerings	1	**They** means the Israelites, and **offerings**, if it is a general term (See: next note), means the contributions that they gave to support the priests and Levites, as described in [12:44](../12/44.md). If it would be helpful to your readers, you could say that explicitly. Alternate translation: “This was the room that the Israelites had previously been using to store the offerings they brought to the temple to support the priests and Levites”
13:5	k1e3			offerings	1	The word **offerings** could be referring generally to all of the contributions that the Israelites brought, which would then be listed in the rest of this verse, or it could be the first specific item on the list, the daily grain offering, as described in [10:33](../10/33.md). Alternate translation: “the offerings they brought” or “the daily grain offering”
13:5	k1e5		rc://*/ta/man/translate/translate-unknown	the frankincense	1	This term refers to a mixture of fragrant spices that was burned to produce smoke that had a pleasant smell. The law specified a special blend of spices that it said could only be used in the temple by the priests. Alternate translation: “the sacred incense”
13:5	k1e7		rc://*/ta/man/translate/figs-synecdoche	and the vessels	1	As in [10:39](../10/39.md), here Nehemiah uses one type of equipment that the storerooms would hold, **vessels** or “jars” or “containers,” to refer to all the different types of equipment that the priests and Levites would have used in the temple. Alternate translation: “the temple equipment”
13:5	k1e9			and the tithes of the grain, the wine, and the oil	1	This means the portion, one tenth, of their crops and produce that the Israelites had promised to contribute to support the temple personnel, as described in [10:37–38](../10/37.md). Alternate translation: “the tenth of their crops and produce”
13:5	k1f1		rc://*/ta/man/translate/translate-fraction	and the tithes of	1	A **tithe** means a tenth (1/10) or one part out of ten equal parts.
13:5	k1f3		rc://*/ta/man/translate/figs-ellipsis	the commandment for the Levites, and the ones who sang, and the gatekeepers	1	Here Nehemiah leaves out some of the words that a sentence would ordinarily need in order to be complete. This phrase means “which the law had commanded them to contribute to support the Levites, the singers, and the temple gatekeepers.” You could say that explicitly if it would be helpful to your readers.
13:5	k1f5		rc://*/ta/man/translate/figs-possession	and the offerings of the priests	1	Here, **offerings of the priests** refers to offerings that people brought for the priests, not offerings made by the priests. This may have included the tithe, or one tenth of what they received, that the Levites contributed to the priests, as described in [10:38](../10/38.md). Alternate translation: “and the contributions to support the priests”
13:6	k1f7		rc://*/ta/man/translate/grammar-connect-time-simultaneous	And during all this	1	This expression indicates that the sentence it introduces describes something that was happening at the same time as the events the book has just described. If it would be helpful in your language, you could use a phrase such as “while all of this was happening” to indicate this.
13:6	dpk4		rc://*/ta/man/translate/grammar-connect-logic-result	For	1	This word indicates that the clause it introduces explains the reason for what the previous clause described. That is, Nehemiah is about to give the reason why he was not in Jerusalem while Eliashib was allowing Tobiah to move into the temple. Alternate translation: “because”
13:6	k1f9		rc://*/ta/man/translate/writing-background	I had gone to the king in year 32 of Artaxerxes, the king of Babylon	1	Here Nehemiah is providing background information to explain why he was not in Jerusalem. As he indicates in [5:14](../05/14.md), he was governor of Judah for twelve years, from the twentieth to the thirty-second year of the reign of King Artaxerxes. As this verse indicates, he then returned to the royal court. Alternate translation: “I had returned to serve King Artaxerxes in his court in the thirty-second year of his reign”
13:6	k1g1		rc://*/ta/man/translate/translate-ordinal	in year 32 of Artaxerxes	1	This expression refers to the number of years that Artaxerxes had been reigning as king. Alternate translation: “in year 32 of the reign of Artaxerxes as king”
13:6	k1g3		rc://*/ta/man/translate/writing-background	the king of Babylon	1	Artaxerxes was the king of the Persian Empire, but since the Persians had conquered the Babylonians, he also had the right to use the title “king of Babylon.” The fact that Nehemiah describes him by this title may actually indicate that the royal court was located in the city of Babylon at this time and that he returned to that city to resume his duties in the court. Alternate translation: “the king of Persia, whose court was then in Babylon”
13:6	k1g5		rc://*/ta/man/translate/figs-idiom	And at an end of days	1	The term **days** is used here to refer a particular period of time. Alternate translation: “after some time”
13:6	k1g7		rc://*/ta/man/translate/figs-explicit	I requested leave from the king	1	The implication, as shown explicitly in the next verse, is that Nehemiah requested time off from his responsibilities in the court so that he could travel back to Judah and see how the people there were doing, and that the king gave him permission to do this. If it would be helpful to your readers, you could say this explicitly. Alternate translation: “I asked the king if I could take some time off and travel back to Judah to help the people there, and he gave me permission to do that”
13:7	k1g9		rc://*/ta/man/translate/grammar-connect-time-sequential	And I came to Jerusalem	1	In this context, the conjunction **And** at the beginning of this phrase indicates that this event took place after the event the story has just described. If it would be helpful in your language, you could show this relationship by using a phrase such as “and so.”
13:7	k1h1		rc://*/ta/man/translate/grammar-connect-time-sequential	And I understood	1	In this context, the conjunction **And** at the beginning of this phrase indicates that this event took place after the event in the previous sentence. If it would be helpful in your language, you could show this relationship by using a phrase such as “when I got there, I discovered”
13:7	k1h3		rc://*/ta/man/translate/figs-idiom	And I understood about the evil	1	In this context, this phrase means “came to understand the evil” or “discovered the evil” or “realized the evil.” If it would be helpful in your language, you could use any of those phrases or a similar one as an alternate translation.
13:7	k1h5			about the evil that Eliashib had done for Tobiah by making for him a chamber in the courts of the house of God	1	While in the book of Nehemiah the word **evil** often means things like “sad” or “harmful,” in this context, the word does describe something that is morally bad and destructive. Eliashib had not done this wrong thing to Tobiah, but on his behalf. Alternate translation: “about the wrong thing that Eliashib had done by allowing Tobiah to move into a storeroom within the temple courts”
13:7	k1h7		rc://*/ta/man/translate/figs-metaphor	the house of God	1	Nehemiah speaks of the temple as the **house of God** as if it were God’s dwelling place. Alternate translation: “the temple”
13:8	k1h9		rc://*/ta/man/translate/figs-idiom	And it was extremely evil to me	1	This expression describes Nehemiah’s perspective on the action. It does not mean that Eliashib did a wrong thing to Nehemiah directly. Alternate translation: “I recognized how very wrong this was”
13:8	k1i1		rc://*/ta/man/translate/figs-metaphor	and I cast out all the things of the house of Tobiah from the storeroom to the outside	1	Here, the term **house** represents all the possessions of Tobiah. It does not mean a literal house that Tobiah owned, because the context shows that he was staying in a room within the temple. Rather, **house** is a metaphor for “property,” that is, the things a person owns and would keep in a house. Alternate translation: “I threw everything that Tobiah was keeping in that storeroom right out of the temple”
13:9	k1i3		rc://*/ta/man/translate/grammar-connect-time-sequential	And I spoke	1	In this context, the conjunction **And** indicates that this event took place after the event the story has just described. If it would be helpful in your language, you could show this relationship by using a word such as “then.”
13:9	k1i5		rc://*/ta/man/translate/figs-explicit	And I spoke, and they purified the chambers	1	The implication is that Nehemiah spoke to the priests since they would have been the ones to conduct a ceremony like the one the story describes in [12:30](../12/30.md) to show that the people wanted the rooms in the temple to be ceremonially clean in the hopes that they would once more be acceptable to God. Alternate translation: “I told the priests to conduct a ceremony to purify the rooms in the temple”
13:9	k1i7			the vessels of the house of God, with the offering and the incense	1	See how you translated these expressions in [13:5](../13/05.md). Alternate translation: “the equipment for the temple, the offerings that the people brought, and the sacred incense”
13:9	k1i9		rc://*/ta/man/translate/figs-metaphor	the house of God	1	Nehemiah speaks of the temple as the **house of God** as if it were God’s dwelling place. Alternate translation: “the temple”
13:10	k1j1		rc://*/ta/man/translate/grammar-connect-time-sequential	And I knew	1	In this context, the conjunction **And** indicates that this event took place after the event the story has just described. If it would be helpful in your language, you could show this relationship by using a word such as **then.** As with “understood” in [13:7](../13/07.md), **knew** here means **came to know** or **discovered** or **realized.** Alternate translation: “Then I discovered that”
13:10	k9k6		rc://*/ta/man/translate/figs-activepassive	the portions of the Levites had not been given	1	If it would be helpful in your language, you could say this with an active form. Alternate translation: “no one had been giving the Levites the support that the law commanded the Israelites to provide for them”
13:10	k1j3		rc://*/ta/man/translate/figs-explicit	the portions of the Levites had not been given	1	The implication is that no one was giving the Levites their support because there was no longer any place to store the grain, oil, and other supplies in the temple, from where they could be distributed to them. This was because Tobiah had taken over the large storeroom. If it would be helpful to your readers, you could say this explicitly. Alternate translation: “no one had been giving the Levites the support that the law commanded the Israelites to provide for them because there was no place to store the contributions now that Tobiah had taken over the storeroom”
13:10	k1j5		rc://*/ta/man/translate/figs-abstractnouns	the portions of the Levites	1	As in [12:44](../12/44.md) and [12:47](../12/47.md), the abstract noun **portion** refers to the part of each crop that the law commanded the Israelites to give towards the work of the temple to support the Levites. If it would be helpful in your language, you could translate the idea behind this word with a different phrase. Alternate translation: “the support that the law commanded the Israelites to provide for the Levites”
13:10	k1j7		rc://*/ta/man/translate/figs-explicit	and & had fled, a man to his field	1	The implication is that the Levites had had to return to farming their own land because they no longer received from the people the support they needed to be able to serve in the temple. If it would be helpful to your readers, you could say that explicitly. Alternate translation: “all of the Levites had left the temple and returned to farming their own land because they had all stopped receiving the support that enabled them to serve in the temple”
13:10	f2ng		rc://*/ta/man/translate/grammar-connect-logic-result	and & had fled	1	In this context, the conjunction **And** indicates that the sentence it introduces explains the results of what the previous sentence described. Alternate translation: “as a result”
13:10	k1j9		rc://*/ta/man/translate/figs-idiom	a man to his field	1	In this context, **a man** means **each one of them** or **every one of them** Alternate translation: “all of the Levites had returned to farming their own land” or “each of the Levites had returned to farming his own land”
13:10	k1k1		rc://*/ta/man/translate/figs-distinguish	the Levites and the ones who sang, who did the work	1	Here the book repeats some background information to remind readers who the Levites and the singers were. Alternate translation: “the Levites and the singers, who were responsible for the worship in the temple”
13:10	k1k3		rc://*/ta/man/translate/figs-ellipsis	who did the work	1	**The work** is an abbreviated way of saying “the work of the house of our God” as in [10:33](../10/33.md) or “the work of the house of God” as in [11:12](../11/12.md), that is, the work of the temple, meaning specifically everything required to maintain the worship there. Alternate translation: “who were responsible for the worship in the temple”
13:11	k1k5		rc://*/ta/man/translate/grammar-connect-time-sequential	And I contended	1	In this context, the conjunction **And** indicates that this event took place after the event the story has just described. If it would be helpful in your language, you could show this relationship by using a phrase such as “and after that”
13:11	k1k7		rc://*/ta/man/translate/figs-idiom	And I contended with the prefects	1	As in [5:7](../05/07.md), **contended** is a technical term that describes a public accusation that requires the defendants to answer for themselves in the presence of their fellow citizens. Alternate translation: “Then I called the city officials to account publicly for what they had allowed”
13:11	k1k9			the prefects	1	See how you translated this term in [2:16](../02/16.md). Alternate translation: “the city officials”
13:11	k1l1		rc://*/ta/man/translate/figs-explicit	and I said	1	The implication in context is that what Nehemiah said was an accusation. If it would be helpful in your language, you could use a phrase that indicates this. Alternate translation: “I demanded to know”
13:11	mx4v		rc://*/ta/man/translate/figs-rquestion	Why is the house of God forsaken	1	Nehemiah uses the question form to challenge or even ridicule the officials who have failed in the basic responsibility of making sure that worship continues in the temple. If it would be helpful in your language, you could express this question as a statement. Alternate translation: “Because of you, the temple has been abandoned”
13:11	k1l3			And I gathered them and caused them to stand at their stations	1	Here, **them** refers not to the city officials but to the Levites and singers who had gone back to their farms. Alternate translation: “I brought the Levites and the singers back to the temple and I had them start doing their work again”
13:11	k1l5		rc://*/ta/man/translate/grammar-connect-time-sequential	And I gathered them	1	In this context, the conjunction **And** indicates that this event took place after the event the story has just described. If it would be helpful in your language, you could show this relationship by using a word such as “then”
13:12	k1l7		rc://*/ta/man/translate/grammar-connect-time-sequential	And all	1	In this context, the conjunction **And** indicates that this event took place after the event the story has just described. If it would be helpful in your language, you could show this relationship by using a word such as “then”
13:12	k1l9		rc://*/ta/man/translate/figs-hyperbole	And all Judah	1	**All** is a figurative exaggeration that means that people from throughout the province of Judah did this generally. Alternate translation: “the people of Judah”
13:12	a9ux		rc://*/ta/man/translate/figs-personification	And all Judah	1	Here Nehemiah refers to all of the Israelites living in the province of Judah as if they were a single person, Judah, the ancestor of the tribe by that name that lived in the territory that was now this province. Alternate translation: “the people of Judah”
