Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
16:23	w5jj		rc://*/ta/man/translate/guidelines-sonofgodprinciples	of the Father	1	**Father** is an important title for God.
16:23	q75v		rc://*/ta/man/translate/figs-idiom	in my name	1	See how you translated the phrase **in my name** in [14:13](../14/13.md).
16:24	gm2h		rc://*/ta/man/translate/figs-idiom	in my name	1	See how you translated this phrase in the previous verse.
16:24	p83u		rc://*/ta/man/translate/figs-activepassive	your joy may be fulfilled	1	See how you translated a similar phrase in [15:11](../15/11.md).
16:25	m4wc		rc://*/ta/man/translate/figs-parables	figures of speech; & figures of speech	-1	See how you translated this phrase in [10:6](../10/06.md).
16:25	n93q		rc://*/ta/man/translate/figs-metonymy	an hour is coming	1	See how you translated this phrase in [4:21](../04/21.md) and see the discussion of this phrase in the General Notes to Chapter 4.
16:25	r73l			I will tell you plainly about the Father	1	Alternate translation: “I will tell you about the Father in a way that you will clearly understand.”
16:25	bq3q		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Father	1	**Father** is an important title for God.
16:26	sd3d		rc://*/ta/man/translate/figs-explicit	In that day	1	See how you translated this phrase in [14:20](../14/20.md).
16:26	vf63		rc://*/ta/man/translate/figs-idiom	in my name	1	See how you translated this phrase in [14:13](../14/13.md).
16:26	s8a5		rc://*/ta/man/translate/figs-explicit	I do not say to you that I will ask the Father	1	Here Jesus implies that he will not have to **ask the Father** on behalf of his disciples, because they can ask God directly after Jesus becomes alive again. If this statement would confuse your readers, you could express the meaning explicitly. Alternate translation: “I do not say to you that I will need to ask the Father”
16:26	cy76		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Father	1	**Father** is an important title for God.
16:27	b49q		rc://*/ta/man/translate/guidelines-sonofgodprinciples	the Father	1	**Father** is an important title for God.
16:28	wyz7		rc://*/ta/man/translate/guidelines-sonofgodprinciples	the Father, & the Father	1	**Father** is an important title for God.
16:28	l3zb		rc://*/ta/man/translate/figs-metonymy	into the world. & I am leaving the world	1	Here, **world** refers to the earth on which people live. It does not refer to the people in the world or to the entire universe. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “to the earth … I am leaving the earth”
16:29	sol1		rc://*/ta/man/translate/figs-pastforfuture	say	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
16:29	i23p		rc://*/ta/man/translate/figs-parables	in figures of speech	1	See how you translated this word in [16:25](../16/25.md).
16:30	u18y		rc://*/ta/man/translate/figs-explicit	you do not have need that anyone would question you	1	By saying that Jesus does not need anyone to ask him questions, his disciples are implying that Jesus already knows what people will ask him before they ask. Since he already knows what they will ask him, he does not need them to ask him. If this statement would confuse your readers, you could express the meaning explicitly. Alternate translation: “so, now you finally place your trust in me!”
16:31	c8cu		rc://*/ta/man/translate/figs-rquestion	Just now do you believe	1	This could mean: (1) Jesus is using a rhetorical question here to emphasize what he is saying. Alternate translation: “So, now you finally place your trust in me!” (2) Jesus is asking a question in order to express doubt that the disciples really believe in him, since he knows they will soon leave him. Alternate translation: “Do you really trust me now?”
16:32	wbs6		rc://*/ta/man/translate/figs-metonymy	an hour is coming	1	See how you translated this phrase in [16:25](../16/25.md).
16:32	fbet		rc://*/ta/man/translate/figs-pastforfuture	and has come	1	Here Jesus uses **has come** in the past tense to refer to something that will happen in the very near future. If this use of **has come** might confuse your readers, you could express the meaning explicitly. Alternate translation: “and will come right away”
16:32	yza2		rc://*/ta/man/translate/figs-activepassive	you might be scattered	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “others will scatter you”
16:32	zjnx			to his own	1	Alternate translation: “each of you to his own place” or “every one of you to his own place”
16:32	k3br		rc://*/ta/man/translate/guidelines-sonofgodprinciples	the Father	1	**Father** is an important title for God.
16:33	k6d6		rc://*/ta/man/translate/figs-explicit	so that you might have peace in me	1	If your language does not use an abstract noun for this idea, you could express the idea behind the abstract noun **peace** in another way. Alternate translation: “so that you might experience a peaceful feeling in me”
16:33	wraa		rc://*/ta/man/translate/figs-metaphor	you might have peace & you have troubles	1	Here, Jesus speaks of **peace** and **troubles** as if they were objects that someone can possess. If these uses of **peace** and **troubles** might confuse your readers, you could use different expressions. Alternate translation: “you might be peaceful … you experience troubles”
16:33	ysh6		rc://*/ta/man/translate/figs-idiom	in me	1	Here, **in me** refers to being united with Jesus or having a close relationship with him. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “because of your relationship with me”
16:33	z7wj		rc://*/ta/man/translate/figs-metonymy	I have conquered the world	1	Here Jesus uses **world** to refer to the people in the **world** who oppose God. See how you translated **world** in [14:17](../14/17.md).
17:intro	nb2a				0	# John 17 General Notes\n\n## Structure and Formatting\n\nThis chapter is one long prayer that can be divided into three parts according to the topics of Jesus’ prayer requests:\n1. Jesus prays for himself (17:1–5)\n2. Jesus prays for his disciples (17:6–19)\n3. Jesus prays for all Christians (17:20–26)\n\n## Religious and Cultural Concepts in This Chapter\n\n### Glory\n\nScripture often speaks of God’s glory as a great, bright light that visually represents how great God is. When people see this light, they are afraid. In this chapter Jesus asks God to show his followers his true glory ([17:1](../17/01.md)). (See: [[rc://*/tw/dict/bible/kt/glory]])\n\n### Jesus is eternal\n\nJesus existed before God created the world ([17:5](../17/05.md)). John wrote about this in [1:1](../01/01.md).\n\n## Translation Issues in This Chapter\n\n### Prayer\n\nJesus is God’s one and only Son ([3:16](../03/16.md)), so he could pray differently from the way other people pray. He used many words that might seem to be commands. Your translation should make Jesus sound like a son speaking with love and respect to his father and telling him what the father needs to do so that the father will be honored.
17:1	uf8z				0	# Connecting Statement:\n\nThe part of the story from the previous chapter continues. Jesus had been speaking to his disciples, but now he begins to pray to God.
17:1	an1o		rc://*/ta/man/translate/figs-explicit	said these things	1	Here, **these things** refers to everything that Jesus told his disciples in [chapters 13–16](../13/01.md). If this use of **these things** might confuse your readers, you could express the meaning explicitly. Alternate translation: “described what would happen to him and his disciples”
17:1	b4pj		rc://*/ta/man/translate/figs-idiom	having lifted up his eyes	1	See how you translated this idiom in [6:5](../06/05.md).
17:1	k7tb		rc://*/ta/man/translate/figs-explicit	to the heaven	1	Here, **heaven** refers to the sky. The Jews believed that **heaven**, the place where God dwells, was located above the sky. If this use of **heaven** might confuse your readers, you could express the meaning explicitly. Alternate translation: “beyond the sky toward God in heaven”
17:1	l8sa		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Father, & Son	1	**Father** and **Son** are important titles that describe the relationship between God and Jesus.
17:1	jup7		rc://*/ta/man/translate/figs-metonymy	the hour has come	1	Here, Jesus uses **hour** to refer to the time when Jesus would suffer and die. If this would confuse your readers, you could express the meaning plainly. Alternate translation: “the time for me to suffer and die has come”
17:1	ya24		rc://*/ta/man/translate/figs-imperative	Glorify	1	**Glorify** here is an imperative, but it communicates a polite request rather than a command. Use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: “Please glorify”
17:1	bk1m		rc://*/ta/man/translate/figs-123person	your Son & the Son	1	Jesus is referring to himself in the third person. If it would be helpful in your language, you could translate this in the first person, as in the UST.
17:2	jzlt		rc://*/ta/man/translate/grammar-connect-logic-result	since you gave him authority {over} all flesh	1	Here, **since** indicates that this clause is the reason for the request given in the previous verse. If it would be helpful in your language, you could express the meaning explicitly. Alternate translation: “because you gave him authority over all flesh”
17:2	cpi0		rc://*/ta/man/translate/figs-123person	him & him, he would give	1	Throughout this verse Jesus is referring to himself in the third person. If it would be helpful in your language, you could translate this in the first person, as in the UST.
17:2	vbt4		rc://*/ta/man/translate/figs-metonymy	all flesh	1	Jesus is describing people by referring to something associated with them, the **flesh** that they are made of. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “over all human beings”
17:3	i5pm			Now this is eternal life	1	The clause could mean: (1) the rest of the verse describes what **eternal life** is. Alternate translation: “Now this is what it means to have eternal life” (2) the rest of the verse describes the means by which one receives eternal life. Alternate translation: “Now this is how people live forever”
17:3	zmsw		rc://*/ta/man/translate/figs-123person	the one you sent, Jesus Christ	1	Jesus uses **the one you sent** and **Jesus Christ** to refer to himself in the third person. If it would be helpful in your language, you could translate this in the first person, as in the UST.
17:4	h4hu		rc://*/ta/man/translate/figs-metonymy	the work that you have given me	1	Here, Jesus uses **work** to refer to Jesus’ entire ministry while on the earth. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “the ministry that you have given me here”
17:5	k9ra		rc://*/ta/man/translate/figs-explicit	Father, glorify me along with yourself with the glory that I had with you	1	Here, **with yourself** and **with you** refer to Jesus and God the **Father** being physically near to each other. If this use of **with** might be confusing to your readers, you could express the meaning explicitly. Alternate translation: “Father, glorify me at your side with the glory that I had at your side”
17:5	g8at		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Father	1	**Father** is an important title for God.
17:5	ximp		rc://*/ta/man/translate/figs-imperative	glorify	1	Here, **glorify** is an imperative, but it communicates a polite request rather than a command. Use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: “please glorify”
17:5	xhph		rc://*/ta/man/translate/figs-abstractnouns	with the glory	1	If your language does not use an abstract noun for the idea of **glory**, you could express the same idea in another way. Alternate translation: “with the glorious characteristics”
17:5	s4p3		rc://*/ta/man/translate/figs-activepassive	before the world was made	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “before we made the world”
17:6	vbn8		rc://*/ta/man/translate/figs-metonymy	I revealed your name	1	Jesus uses **name** to refer to God himself. If this might confuse your readers, you could express the meaning plainly. Alternate translation: “I revealed you”
17:6	hn8z		rc://*/ta/man/translate/figs-metonymy	from the world	1	See how you translated **world** in [1:29](../01/29.md).
17:6	u8lc		rc://*/ta/man/translate/figs-metonymy	they have kept your word	1	See how you translated a similar phrase in [8:51](../08/51.md).
17:8	bzvc		rc://*/ta/man/translate/figs-metonymy	the words	1	See how you translated **words** in [5:47](../05/47.md).
17:9	ndb1		rc://*/ta/man/translate/figs-metonymy	the world	1	Here Jesus uses **world** to refer to the people in the **world** who oppose God. See how you translated **world** in [14:17](../14/17.md).
17:10	mql5		rc://*/ta/man/translate/figs-activepassive	I am glorified in them	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “they glorify me”
17:10	q0tm		rc://*/ta/man/translate/figs-explicit	in them	1	This could mean: (1) **all things** are the means by which Jesus is glorified. Alternate translation: “by means of them” (2) Jesus is glorified **in all things**. Alternate translation: “within them”
17:11	viya		rc://*/ta/man/translate/figs-pastforfuture	I am no longer & am coming to you	1	Here Jesus uses **am** in the present tense to refer to something that will happen in the near future. If this is confusing in your language, you could use the future tense. Alternate translation: “I will no longer … I am about to come to you”
17:11	bk2h		rc://*/ta/man/translate/figs-metonymy	in the world, but they are in the world	1	Here Jesus uses **world** to refer to both being on the earth and being among the people in the **world** who oppose God. If this use of **world** would be confusing in your language, you could express the meaning plainly. Alternate translation: “in this world with people who oppose you, but they are in this hostile world”
17:11	kp1d		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Father	1	**Father** is an important title for God.
17:11	dvel		rc://*/ta/man/translate/figs-imperative	keep	1	Here, **keep** is an imperative, but it communicates a polite request rather than a command. Use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: “please keep”
17:11	yq9z		rc://*/ta/man/translate/figs-metonymy	keep them in your name	1	Here, **name** could refer to: (1) God’s power. Alternate translation: “keep them by your power” (2) God himself, as in [17:6](../17/06.md). In this case, Jesus would be requesting that God keep his disciples united with God. Alternate translation: “keep them in unity with you”
17:12	s5kw		rc://*/ta/man/translate/figs-metonymy	I kept them in your name	1	See how you translated a similar phrase in the previous verse.
17:12	a4s8		rc://*/ta/man/translate/figs-metaphor	not one of them perished, except for the son of destruction	1	Here Jesus uses **perished** and **destruction** to refer to spiritual death, which is eternal punishment in hell that occurs after physical death. If this use of these words might confuse your readers, you could express the meaning plainly. Alternate translation: “not one of them died spiritually, except for the son of spiritual death” or “not one of them experienced spiritual death, except for the son of spiritual death”
17:12	buiv		rc://*/ta/man/translate/figs-pastforfuture	not one of them perished, except for the son of destruction	1	Jesus uses the past tense **perished** to refer to eternal punishment as if it had already happened, even though **the son of destruction** had not yet **perished**. If this use of the past tense might confuse your readers, you could use the future tense. Alternate translation: “not one of them will perish, except for the son of destruction”
17:12	az2m		rc://*/ta/man/translate/figs-explicit	the son of destruction	1	Here, **son of destruction** refers to Judas, the disciple who betrayed Jesus. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “Judas, the son of destruction”
17:12	dkpa		rc://*/ta/man/translate/figs-idiom	the son of destruction	1	Here, **son of** is an idiom used to describe what a person is like. The defining characteristic of Judas was that he would be destroyed because he betrayed Jesus. If this use of **son of** might confuse your readers, you could express the meaning plainly. Alternate translation: “the one characterized by destruction”
17:12	dh0a		rc://*/ta/man/translate/figs-abstractnouns	the son of destruction	1	If your language does not use an abstract noun for the idea of **destruction**, you could express the same idea in another way. Alternate translation: “the son that must be destroyed” or “the son whom you will destroy”
17:12	blz4		rc://*/ta/man/translate/figs-activepassive	so that the scripture would be fulfilled	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “so that he would fulfill the scripture”
17:13	p71q		rc://*/ta/man/translate/figs-metonymy	the world	1	See how you translated **the world** in [17:11](../17/11.md).
17:13	jp4v		rc://*/ta/man/translate/figs-activepassive	so that they would have my joy fulfilled in themselves	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “so that I might give them my full joy”
17:14	bc1y		rc://*/ta/man/translate/figs-metonymy	your word	1	See how you translated **your word** in [17:6](../17/06.md).
17:14	qf43		rc://*/ta/man/translate/figs-metonymy	the world & from the world, & I am not from the world	1	Here, **the world** refers to the people in **the world** who oppose God. If this use of **the world** might confuse your readers, you could express the meaning plainly. Alternate translation: “the people who oppose you … from those who oppose you … I am not from them”
17:14	wz9e		rc://*/ta/man/translate/figs-explicit	they are not from the world, just as I am not from the world	1	The phrase **from the world** could refer to: (1) the place where the subject belongs. Alternate translation: “they do not belong to the world, just as I do not belong to the world” (2) the origin of the subject. Alternate translation: “they did not come from the world, just as I did not come from the world”
17:15	hg22		rc://*/ta/man/translate/figs-metonymy	the world	1	Here Jesus uses **world** to refer to both being on the earth and being among the people in the **world** who oppose God. See how you translated this use of **world** in [17:11](../17/11.md).
17:15	s3vp		rc://*/ta/man/translate/figs-explicit	you would keep them from the evil one	1	Here, **the evil one** refers to Satan. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “you would keep them from Satan, the evil one”
17:16	pw1m		rc://*/ta/man/translate/figs-explicit	They are not from the world, just as I am not from the world	1	See how you translated **from the world** in [17:14](../17/14.md).
17:17	qtld		rc://*/ta/man/translate/figs-imperative	Sanctify	1	**Sanctify** is an imperative, but it communicates a polite request rather than a command. Use a form in your language that communicates a polite request. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: “Please sanctify”
17:17	y53e		rc://*/ta/man/translate/figs-explicit	Sanctify them by the truth	1	The phrase **by the truth** could refer to: (1) the means by which Jesus’ disciples would be sanctified. Alternate translation: “Sanctify them by means of the truth” (2) the realm in which Jesus’ disciples would be sanctified. Alternate translation: “Sanctify them in the truth” (3) both the means and realm of the disciples’ sanctification. See the discussion of John’s use of double meaning in Part 3 of the Introduction to this book. Alternate translation: “Sanctify them by means of and in the truth”
17:17	y5qx		rc://*/ta/man/translate/figs-metonymy	your word	1	See how you translated **your word** in [17:6](../17/06.md).
17:18	bh1a		rc://*/ta/man/translate/figs-metonymy	into the world, & into the world	-1	Here, **the world** refers to the people who live in the world. See how you translated **the world** in [1:29](../01/29.md).
17:19	zam3		rc://*/ta/man/translate/figs-explicit	for their sakes I have sanctified myself	1	Jesus uses the phrases **for their sakes** and **sanctified** together to refer to his sacrificial death on the cross. If this clause might confuse your readers, you could express the meaning explicitly. Alternate translation: “for their sakes I have sanctified myself to die as a sacrifice”
17:19	z4z8		rc://*/ta/man/translate/figs-activepassive	so that they themselves may also be sanctified in truth	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “so that they may also sanctify themselves in truth”
17:19	x08k		rc://*/ta/man/translate/figs-explicit	sanctified in truth	1	The phrase **in truth** could refer to: (1) the means by which Jesus’ disciples would be sanctified. Alternate translation: “sanctified by means of truth” (2) the nature or degree of their sanctification. Alternate translation: “truly sanctified”
17:20	n7mp		rc://*/ta/man/translate/figs-metonymy	through their word	1	Here, **word** refers to the message that Jesus and his disciples proclaimed. If this use of **word** might confuse your readers, you could express the meaning plainly. Alternate translation: “through their message”
17:21	jwiu		rc://*/ta/man/translate/figs-explicit	that & that	1	The first **that** in this verse indicates one of Jesus’ prayer requests, namely, that all those who believe in Jesus would be united to each other. The second **that** indicates another prayer request, namely, that all those who believe in Jesus would be united to Jesus and God the Father. If this would not be clear in your language, you could make these two prayer requests more explicit by making them into two sentences. Alternate translation: “I request that … I also request that”
17:21	s8a1		rc://*/ta/man/translate/figs-doublet	you, Father, {are} in me, and I in you	1	These two phrases mean basically the same thing. See how you translated a similar phrase in [10:38](../10/38.md). Alternate translation: “you, Father, and I are completely joined together as one”
17:21	yt2w		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Father	1	**Father** is an important title for God.
17:21	v6i7			so that the world would believe that you have sent me	1	Here, **so that** could indicate: (1) that what follows is the purpose for believers to be united to Jesus and God the Father, as in the UST. (2) that what follows is the result of believers being united to Jesus and God the Father. Alternate translation (with a comma preceding): “with the result that the world would believe that you have sent me”
17:21	nef9		rc://*/ta/man/translate/figs-metonymy	the world	1	Here, **the world** is used to refer to all the people in **the world**. See how you translated **the world** in [1:29](../01/29.md).
17:22	p4mj		rc://*/ta/man/translate/figs-infostructure	The glory that you gave to me, I also have given to them	1	If it would be more natural in your language, you could reverse the order of these clauses. Alternate translation: “I have also given to them the glory that you gave to me” or “I have honored them just as you have honored me”
17:23	yznz		rc://*/ta/man/translate/figs-explicit	I in them	1	This verse explains the statement “they would be one, just as we are one,” which is in the previous verse. If it would be more natural in your language, you could state this explicitly. Alternate translation: “I mean that I am in them”
17:23	fld5		rc://*/ta/man/translate/grammar-connect-logic-goal	so that they may be made complete as one	1	Here, **so that** indicates that this is the second purpose for Jesus giving the glory he received from God to those who believe in him, which he stated in the previous verse. If this use of **so that** might confuse your readers, you could state this explicitly by repeating the idea from the previous verse and starting a new sentence. Alternate translation: “I have given them your glory so that they may be completely united”
17:23	spot		rc://*/ta/man/translate/grammar-connect-logic-goal	so that the world may know that you sent me	1	Here, **so that** could refer to: (1) the purpose for those who believe in Jesus being **complete as one**. Alternate translation: “for the purpose of the world knowing that you send me” (2) a third purpose for Jesus giving the glory he received from God to those who believe in him. This interpretation would require making a new sentence. Alternate translation: “I have also given them your glory so that the world may know that you sent me”
17:23	s7ph		rc://*/ta/man/translate/figs-metonymy	the world	1	See how you translated **the world** in [17:21](../17/21.md).
17:23	mm2f		rc://*/ta/man/translate/figs-explicit	you loved them	1	Here, **them** refers to those who believe in Jesus, just like **them** does at the beginning of the verse. These believers are also the main subject of Jesus’ prayer in [17:20–26](../17/20.md). If this would confuse your readers, you could express the meaning explicitly. Alternate translation: “you loved those who believe in me”
17:24	da83		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Father	1	**Father** is an important title for God.
17:24	pd24		rc://*/ta/man/translate/figs-pastforfuture	where I am	1	Here Jesus uses **am** in the present tense to refer to something that will happen in the near future. If this is confusing in your language, you could use the future tense. Alternate translation: “where I will soon be”
17:24	xh1a		rc://*/ta/man/translate/figs-explicit	where I am	1	Jesus uses **where I am** to refer to heaven. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “where I am in heaven”
17:24	fiv7		rc://*/ta/man/translate/figs-abstractnouns	before the foundation of the world	1	If your language does not use an abstract noun for the idea of **foundation**, you could express the same idea in another way. Alternate translation: “before we founded the world”
17:24	hz83		rc://*/ta/man/translate/figs-metonymy	of the world	1	Here, **world** refers to the universe that God created. It does not refer only to the people in the world or only to the earth. Alternate translation: “the whole universe”
17:25	ur9j		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Father	1	**Father** is an important title for God.
17:25	xpf5		rc://*/ta/man/translate/figs-metonymy	the world did not know you	1	Here, **the world** refers to the people in **the world** who are opposed to God. Alternate translation: “those who are against you did not know you”
17:26	xpi3		rc://*/ta/man/translate/figs-metonymy	name	1	Here, **name** refers to God himself. See how you translated this word in [17:6](../17/06.md).
17:26	gk2j		rc://*/ta/man/translate/figs-metaphor	the love with which you have loved me may be in them	1	Here Jesus speaks of God’s **love** as if it were an object that could be inside a person. If this use of **love** might confuse your readers, you could express the meaning plainly. Alternate translation: “they may love others in the same way that you have loved me” or “the love with which you have loved me may be experienced by them”
17:26	ilzj		rc://*/ta/man/translate/figs-idiom	and I in them	1	Here, Jesus uses the word **in** to express the close personal relationship between himself and those who believe in him. See how you translated a similar phrase in [10:38](../10/38.md).
18:intro	ltl2				0	# John 18 General Notes\n\n## Structure and Formatting\n\n1. Soldiers and guards arrest Jesus (18:1–11)\n2. The priests question Jesus, and Peter denies Jesus (18:12–27)\n3. Pilate questions Jesus (18:28–40)\n\n## Religious and Cultural Concepts in This Chapter\n\n### “It is not lawful for us to put any man to death”\n\nThe Roman government did not allow the Jews to kill criminals, so the Jews needed to ask Pilate, the governor, to kill him ([18:31](../18/31.md)).\n\n### King of the Jews\n\nWhen Pilate asked if Jesus were the King of the Jews ([18:33](../18/33.md)), he was asking if Jesus were claiming to be a political leader like King Herod, whom the Romans allowed to rule Judea. When he asked the crowd if he should release the King of the Jews ([18:39](../18/39.md)), he is mocking the Jews, because the Romans and Jews hated each other. He was also mocking Jesus, because he did not think that Jesus was a king at all. (See: [[rc://*/ta/man/translate/figs-irony]])
18:1-2	sq3t		rc://*/ta/man/translate/writing-background		0	# General Information:\n\n[18:1–2](../18/01.md) give background information for the events that follow. Verse 1 says where the events took place. Verse 2 gives background information about Judas. Use the natural form in your language for expressing background information.
18:1	cxz8		rc://*/ta/man/translate/writing-newevent	Having spoken these things, Jesus	1	John uses this phrase to mark the beginning of a new event that happened soon after the events that the story has just told. Use the natural form in your language for introducing a new event. Alternate translation: “Soon after Jesus spoke these words, he”
18:1	pxtm		rc://*/ta/man/translate/figs-possession	the brook of the Kidron	1	John is using **of** to describe a **brook** that is called **Kidron**. If this is not clear in your language, you could use a different expression. Alternate translation: “the Kidron Brook” or “the brook that people called ‘Kidron’”
18:1	z9bw		rc://*/ta/man/translate/translate-names	the brook of the Kidron	1	**Kidron** is a valley in Jerusalem that is between the Temple Mount and the Mount of Olives.
18:1	w3zx		rc://*/ta/man/translate/figs-explicit	where there was a garden	1	The word translated **garden** can refer to a place with flowers, vegetables, or trees. [Matthew 26:36](../../mat/26/36.md) and [Mark 14:32](../../mrk/14/32.md) indicate that the **garden** that Jesus and his disciples went to was a grove of olive trees. If it would be helpful to your readers, you could state that explicitly. Alternate translation: “where there was a grove of olive trees”
18:3	j08o			officers	1	See how you translated **officers** in [7:32](../07/32.md).
18:3	h1u5		rc://*/ta/man/translate/figs-pastforfuture	comes	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
18:4	sh2u		rc://*/ta/man/translate/grammar-connect-logic-result	knowing all the things happening to him	1	Here, **knowing** introduces a clause that indicates the reason why Jesus went out to meet the soldiers and guards. If it would be helpful in your language, you could express the meaning explicitly. Alternate translation: “since he knew all things happening to him”
18:5	vg2d		rc://*/ta/man/translate/translate-names	Jesus the Nazarene	1	The soldiers and guards call Jesus **the Nazarene** because he was from the town of Nazareth in Galilee. If this might confuse your readers, you could use a more natural expression in your language. Alternate translation: “Jesus, from the town of Nazareth”
18:5	qxyj		rc://*/ta/man/translate/figs-pastforfuture	He says	1	Here John uses the present tense in past narration in order to call attention to a development in the story.
18:5	fd9y		rc://*/ta/man/translate/figs-ellipsis	I am	1	This could mean: (1) Jesus is just answering their question. In this case he is leaving out some of the words that a sentence would need in many languages to be complete. Alternate translation: “I am he” or “I am whom you are looking for” (2) Jesus is not only answering their question but also identifying himself as Yahweh, who identified himself to Moses as “I AM” in [Exodus 3:14](../../exo/03/14.md). Alternate translation: “I am God” or “I am the I AM”
18:5	g4hx		rc://*/ta/man/translate/writing-background	Now Judas, the one betraying him, was also standing with them	1	In this sentence John provides background information about Judas’ location when he was **betraying** Jesus. Use the natural form in your language for expressing background information. Alternate translation: “Now Judas was also there with them to betray Jesus”
18:6	b8tl		rc://*/ta/man/translate/figs-ellipsis	I am	1	See how you translated **I am** in the previous verse.
18:6	w38n		rc://*/ta/man/translate/figs-explicit	fell to the ground	1	Here John implies that the men fell to the ground involuntarily because of Jesus’ power. If it would be helpful to your readers, you could state this explicitly. Alternate translation: “fell to the ground because of Jesus’ power”
18:7	uf85		rc://*/ta/man/translate/translate-names	Jesus the Nazarene	1	See how you translated **Jesus the Nazarene** in [18:5](../18/05.md).
18:8	xdp8		rc://*/ta/man/translate/figs-ellipsis	I am	1	See how you translated **I am** in [18:5](../18/05.md).
18:9	l8as		rc://*/ta/man/translate/writing-background		0	In this verse John provides some background information about Jesus fulfilling Scripture. Use the natural form in your language for expressing background information.
18:9	zpbq		rc://*/ta/man/translate/figs-activepassive	This was} so that would be fulfilled the word that he said	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “This happened in order to fulfill the word that he had said”
18:9	bjp9		rc://*/ta/man/translate/figs-metonymy	the word that he said	1	Here, **the word** refers to what Jesus said while praying to God the Father in [17:12](../17/12.md). If it would be helpful in your language, you could express this plainly. Alternate translation: “what he had said when he was praying to his Father”
18:10	betq		rc://*/ta/man/translate/translate-names	Simon Peter	1	See how you translated **Simon Peter** in [1:40](../01/40.md).
18:10	yq44		rc://*/ta/man/translate/figs-explicit	a sword	1	The word translated **sword** here refers to a small sword that is similar to a dagger or long knife. If this might confuse your readers, you could express the meaning explicitly. Alternate translation: “a dagger”
18:10	fe37		rc://*/ta/man/translate/translate-names	Malchus	1	**Malchus** is the name of a man.
18:11	ghz6		rc://*/ta/man/translate/figs-rquestion	The cup which the Father has given me, should I certainly not drink it	1	**Jesus** is using the form of a question to add emphasis to his statement. If you would not use a rhetorical question for this purpose in your language, you could translate his words as a statement or an exclamation and communicate the emphasis in another way. Alternate translation: “I should certainly drink the cup that the Father has given to me!”
18:11	m4f3		rc://*/ta/man/translate/figs-metaphor	The cup which the Father has given me, should I certainly not drink it	1	Here Jesus uses **cup** to refer to the sufferings he will soon experience as if they were a **cup** of bitter-tasting liquid that God would give him to **drink**. If this use of **cup** and **drink** would confuse your readers, you could express the meaning explicitly. Alternate translation: “My suffering which the Father wants me to endure, should I certainly not endure it”
18:11	cjx7		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Father	1	**Father** is an important title for God.
18:12	cl3f		rc://*/ta/man/translate/figs-synecdoche	of the Jews	1	Here, **the Jews** refers to the Jewish leaders. See how you translated this term in [1:19](../01/19.md).
18:12	i6bz		rc://*/ta/man/translate/figs-explicit	tied him up	1	The soldiers **tied** Jesus’ hands together in order to prevent him from escaping. If it would be more natural in your language, you could state this explicitly. Alternate translation: “tied his hands to prevent him from escaping”
18:13	je4z		rc://*/ta/man/translate/figs-explicit	first to Annas, for he was the father-in-law of Caiaphas, who was high priest that year	1	Usually there would only have been one high priest, but at this time the Romans were appointing the high priests for Judea, and it caused a controversy. One Roman official had appointed **Annas**, but ten years later another official deposed him and caused **Caiaphas** to be **high priest** instead. However, the Jews still considered Annas to be **high priest**. It would probably be best to state the matter as simply as possible for your readers. Alternate translation: “first to the high priest Annas, for he was the father-in-law of Caiaphas, who was the other high priest that year”
18:14	kzvh		rc://*/ta/man/translate/writing-background		0	In this verse John interrupts the main storyline in order to provide some background information about Caiaphas. This information helps the reader understand why they took Jesus to Caiaphas. Use the natural form in your language for expressing background information.
