Reference	ID	Tags	SupportReference	Quote	GLQuote	Occurrence	Note
23:25	t66f		rc://*/ta/man/translate/figs-activepassive	βεβλημένον εἰς φυλακὴν	had been put in prison	1	If it would be helpful in your language, you could express this with an active form, and you could state who did the action. Alternate translation: “whom the Romans had put in prison”
23:25	z8v8		rc://*/ta/man/translate/figs-personification	τὸν δὲ Ἰησοῦν παρέδωκεν τῷ θελήματι αὐτῶν	but he handed over Jesus to their will	1	Luke speaks of the **will** of the people as if it were a living thing into whose custody Pilate delivered Jesus. Alternate translation: “but he ordered his soldiers to do to Jesus what the crowd had demanded”
23:26	s9kc			ὡς ἀπήγαγον αὐτόν	as they led him away	1	Alternate translation: “while the soldiers were leading Jesus away from where Pilate had judged him”
23:26	ysu3		rc://*/ta/man/translate/figs-explicit	ἐπιλαβόμενοι Σίμωνά & ἐπέθηκαν	seizing Simon, & they put	1	Luke assumes that his readers will know that Roman soldiers had the authority to compel people to carry their loads. Be sure that your translation does not suggest that the soldiers arrested Simon or that he had done anything wrong. Alternate translation: “making use of their authority, they conscripted Simon … and put”
23:26	m618		rc://*/ta/man/translate/writing-background	Σίμωνά, τινα Κυρηναῖον ἐρχόμενον ἀπ’ ἀγροῦ	Simon, a certain Cyrenean coming from the country	1	If it would be helpful to your readers, you could treat this information about this man, where he was from, and what he was doing as background information and put it first in the verse, as UST does.
23:26	m619		rc://*/ta/man/translate/writing-participants	Σίμωνά, τινα Κυρηναῖον	Simon, a certain Cyrenean	1	Luke uses this phrase to introduce this new character into the story. Alternate translation: “a man named Simon, who was from the city of Cyrene”
23:26	m620		rc://*/ta/man/translate/translate-names	Κυρηναῖον	a & Cyrenean	1	The term **Cyrenean** is a name that refers to a person who is from the city of Cyrene.
23:26	i5ua			ἐρχόμενον ἀπ’ ἀγροῦ	coming from the country	1	Alternate translation: “who was coming into Jerusalem from the countryside”
23:26	fub3			ἐπέθηκαν αὐτῷ τὸν σταυρὸν	they put the cross on him	1	Alternate translation: “the soldiers put the cross on his shoulders”
23:26	y3p6			ὄπισθεν τοῦ Ἰησοῦ	behind Jesus	1	Alternate translation: “and made him walk along behind Jesus carrying it”
23:27	ad9f			ἠκολούθει & αὐτῷ πολὺ πλῆθος τοῦ λαοῦ, καὶ γυναικῶν	a great crowd of the people was following him, and of women	1	The women were part of the large crowd. They were not in a separate crowd of their own. Alternate translation: “a great crowd of people, which included women, was following him”
23:27	s7gx		rc://*/ta/man/translate/writing-background	καὶ γυναικῶν αἳ ἐκόπτοντο καὶ ἐθρήνουν αὐτόν	and of women mourning and wailing for him	1	Luke provides this background information to help readers understand what happens next, when Jesus speaks to these women. It might be helpful to begin a new sentence here. Alternate translation: “Now the crowd included women who were mourning and wailing for Jesus”
23:27	m621		rc://*/ta/man/translate/translate-symaction	ἐκόπτοντο	mourning	1	See the note to **mourning** at [8:52](../08/52.md), and see how you translated this word there. It could mean that the women were pounding on their chests as a sign of grief, as was customary in this culture, or it could mean more generally that they were expressing their sorrow over what was happening to Jesus. Alternate translation: “pounding on their chests”
23:27	bp3x			ἠκολούθει & αὐτῷ	was following him	1	Here, the word **following** is not figurative. It does not mean that these people were Jesus’ disciples. Alternate translation: “were walking along behind him”
23:28	nl38		rc://*/ta/man/translate/figs-metaphor	θυγατέρες Ἰερουσαλήμ	Daughters of Jerusalem	1	As in [13:34](../13/34.md), Jesus is describing people who live in Jerusalem as if they were the children of the city and it was their mother. Alternate translation: “You women who live in Jerusalem”
23:28	wi15		rc://*/ta/man/translate/figs-explicit	ἐφ’ ἑαυτὰς κλαίετε, καὶ ἐπὶ τὰ τέκνα ὑμῶν	weep for yourselves and for your children	1	Jesus does not say specifically why the women should weep for themselves and for their children, but the implication from what he says in [23:31](../23/31.md) is that they should weep because even worse things are going to happen to them. If it would be helpful to your readers, you could state that explicitly. Alternate translation: “weep for yourselves and for your children, because even worse things are going to happen to you”
23:29	s9uj		rc://*/ta/man/translate/translate-versebridge	ὅτι	For	1	Jesus is giving the reason why the women of Jerusalem should weep for themselves and their children, as he told them to do in the previous verse. If it would be helpful in your language, you could put this reason before the result by combining this verse and the previous one into a verse bridge. See the suggestions in the note about the similar situation in [22:16](../22/16.md) for how you might do this.
23:29	rd8v		rc://*/ta/man/translate/figs-metaphor	ἰδοὺ	behold	1	Jesus is using the term **behold** to get the women to focus their attention on what he is about to say. Alternate translation: “indeed”
23:29	bjb7		rc://*/ta/man/translate/figs-idiom	ἔρχονται ἡμέραι ἐν αἷς	days are coming in which	1	Jesus is using the term **days** to refer to a specific time. Alternate translation: “there will be a time when”
23:29	xi9e		rc://*/ta/man/translate/writing-pronouns	ἐν αἷς ἐροῦσιν	in which they will say	1	Here Jesus is using the pronoun **they** in an indefinite sense. He does not have specific individuals in mind. Alternate translation: “when people will say”
23:29	m622		rc://*/ta/man/translate/figs-quotesinquotes	ἐροῦσιν, μακάριαι αἱ στεῖραι, καὶ αἱ κοιλίαι αἳ οὐκ ἐγέννησαν, καὶ μαστοὶ οἳ οὐκ ἔθρεψαν	they will say, ‘Blessed {are} the barren, yes, the wombs that did not give birth and breasts that did not nurse	1	If it would be helpful in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “people will say that women are fortunate if they never had children, if they never gave birth or nursed babies”
23:29	rgj1		rc://*/ta/man/translate/figs-parallelism	αἱ στεῖραι, καὶ αἱ κοιλίαι αἳ οὐκ ἐγέννησαν, καὶ μαστοὶ οἳ οὐκ ἔθρεψαν	the barren, yes, the wombs that did not give birth and breasts that did not nurse	1	After speaking of women who were **barren**, that is, who did not have children, Jesus describes the same women in more detail. He is likely using repetition for emphasis. If it would be helpful in your language, you could combine these phrases, as UST does.
23:29	m623		rc://*/ta/man/translate/figs-synecdoche	αἱ κοιλίαι αἳ οὐκ ἐγέννησαν, καὶ μαστοὶ οἳ οὐκ ἔθρεψαν	the wombs that did not give birth and breasts that did not nurse	1	These are two figures of speech in which Jesus is using one part of a person to represent the entire person. Alternate translation: “women who have never given birth or nursed”
23:30	te1i		rc://*/ta/man/translate/grammar-connect-time-simultaneous	τότε	Then	1	Here, **Then** does not mean that people would say this after what they said in the previous verse. Rather, it means that they would say this at the same time that they were saying that. Alternate translation: “At that time”
23:30	u1x1		rc://*/ta/man/translate/writing-pronouns	ἄρξονται λέγειν	they will begin to say	1	Here Jesus is likely using the pronoun **they** in an indefinite sense, as in the previous verse. He probably does not have specific individuals in mind. However, the general reference may be to the people of Jerusalem, as UST suggests. Alternate translation: “people will begin to say” or “the people of Jerusalem will begin to say”
23:30	m624		rc://*/ta/man/translate/figs-apostrophe	λέγειν τοῖς ὄρεσιν, πέσετε ἐφ’ ἡμᾶς; καὶ τοῖς βουνοῖς, καλύψατε ἡμᾶς	to say to the mountains, ‘Fall on us,’ and to the hills, ‘Cover us	1	Jesus is saying that at this time people will address something they know cannot hear them in order to express in a strong way what they are feeling. Alternate translation: “to say that they wished the mountains would fall on them and the hills would cover them”
23:30	m625		rc://*/ta/man/translate/figs-quotesinquotes	λέγειν τοῖς ὄρεσιν, πέσετε ἐφ’ ἡμᾶς; καὶ τοῖς βουνοῖς, καλύψατε ἡμᾶς	to say to the mountains, ‘Fall on us,’ and to the hills, ‘Cover us	1	If it would be helpful in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: “to tell the mountains to fall on them and the hills to cover them”
23:30	m626		rc://*/ta/man/translate/figs-imperative	πέσετε ἐφ’ ἡμᾶς & καλύψατε ἡμᾶς	Fall on us,’ & Cover us	1	This is an imperative, but since the people cannot order the mountains and hills to do this, they would be using the imperative to express their wishes. Alternate translation: “We wish you would fall on us … We wish you would cover us”
23:30	m627		rc://*/ta/man/translate/figs-explicit	πέσετε ἐφ’ ἡμᾶς & καλύψατε ἡμᾶς	Fall on us,’ & Cover us	1	The people do not want the mountains and hills to fall on them to harm them, but rather to protect them. Alternate translation: “We wish you would fall on us to protect us … We wish you would cover us to protect us”
23:30	m628		rc://*/ta/man/translate/figs-exclusive	πέσετε ἐφ’ ἡμᾶς & καλύψατε ἡμᾶς	Fall on us,’ & Cover us	1	When the people say **us**, they are referring to themselves only, not to the mountains and hills as well. So here, use the exclusive form of **us** if your language marks that distinction.
23:31	nkk3		rc://*/ta/man/translate/figs-metaphor	ὅτι εἰ ἐν τῷ ὑγρῷ ξύλῳ, ταῦτα ποιοῦσιν; ἐν τῷ ξηρῷ, τί γένηται?	For if they do these things in the moist tree, what will happen in the dry	1	This is a figure of speech based on the idea that dry wood catches fire much more easily than moist wood. The fire, in turn, represents terrible things that people will experience. Jesus is saying that under the present relatively stable conditions, it was difficult for his enemies to arrest him and sentence him to death. In the future, conditions will become so desperate and chaotic that people will be able to do much worse things much more easily. He is probably referring to what conditions will be like during the siege and destruction of Jerusalem, which he described in [21:20–24](../21/20.md). If it would be helpful to your readers, you could explain the meaning of this metaphor in your translation, and you could represent the metaphor itself as a simile, as UST does. Alternate translation: “If people are able to do this when conditions are good, what will they do when conditions become very bad?”
23:31	y238		rc://*/ta/man/translate/figs-rquestion	ὅτι εἰ ἐν τῷ ὑγρῷ ξύλῳ, ταῦτα ποιοῦσιν; ἐν τῷ ξηρῷ, τί γένηται?	For if they do these things in the moist tree, what will happen in the dry	1	Jesus does not expect the women to tell him what people will do in the future. Rather, he is using the question form for emphasis. If it would be helpful in your language, you could translate this as a statement or an exclamation. Alternate translation: “Since people are doing this when conditions are good, they will certainly do much worse when conditions become very bad!”
23:31	m629		rc://*/ta/man/translate/writing-pronouns	ταῦτα ποιοῦσιν	they do these things	1	Here Jesus is using the pronoun **they** in an indefinite sense. Alternate translation: “people are doing these things”
23:31	m630		rc://*/ta/man/translate/figs-idiom	ἐν τῷ ὑγρῷ ξύλῳ	in the moist tree	1	This is an idiom. Alternate translation: “when the wood is fresh” or “when the wood is wet”
23:31	m631		rc://*/ta/man/translate/figs-metonymy	ξύλῳ	tree	1	Jesus is using the term **tree** to refer to wood that comes from a **tree**. Alternate translation: “wood”
23:31	m632		rc://*/ta/man/translate/translate-unknown	ξύλῳ	tree	1	A **tree** is a large plant with a hard exterior that people use for fuel and as building material. If your readers would not know what a **tree** is, or if people do not use wood from a **tree** as fuel in your area, you could use the name of something else that they use for fuel, or you could use a general expression. Alternate translation: “burning material”
23:31	zt5s		rc://*/ta/man/translate/figs-idiom	ἐν τῷ ξηρῷ	in the dry	1	This is an idiom. Alternate translation: “when the wood is dry”
23:31	m633		rc://*/ta/man/translate/figs-nominaladj	ἐν τῷ ξηρῷ	in the dry	1	Jesus is using the adjective **dry** as a noun. In context, the term means **dry** wood. Your language may use adjectives in the same way. If not, you could supply the noun for clarity. Alternate translation: “with dry wood” or “when the wood is dry”
23:32	m634		rc://*/ta/man/translate/writing-background	δὲ	And	1	Luke uses the word **And** to introduce background information that will help readers understand what happens next. Alternate translation: “Now”
23:32	w8yj		rc://*/ta/man/translate/figs-activepassive	ἤγοντο & καὶ ἕτεροι κακοῦργοι δύο σὺν αὐτῷ	others, two criminals, were also being led away with him	1	If it would be helpful in your language, you could express this with an active form, and you could state who was doing the action. Alternate translation: “with him the soldiers were also leading away two other men, who were criminals,”
23:32	m635		rc://*/ta/man/translate/figs-verbs	ἤγοντο & καὶ ἕτεροι κακοῦργοι δύο	others, two criminals, were also being led away	1	If your language does use passive verb forms, and if it also uses a dual form, this verb should be in the dual form if it is passive, since the two criminals would be the subject.
23:32	m636		rc://*/ta/man/translate/writing-participants	ἤγοντο δὲ καὶ ἕτεροι κακοῦργοι δύο	And others, two criminals, were also being led away	1	Luke uses this phrase to introduce these new characters into the story. Alternate translation: “And there were two other men, who were criminals, who were also being led away”
23:32	m2nh		rc://*/ta/man/translate/figs-distinguish	ἕτεροι κακοῦργοι δύο	others, two criminals	1	This does not mean “two other criminals,” which would imply that Jesus was also a criminal. Jesus was innocent, even though the Romans were treating him as if he were a criminal. Be sure that this distinction is clear in your translation. Alternate translation: “two other men, who actually were criminals”
23:32	m637		rc://*/ta/man/translate/figs-activepassive	ἀναιρεθῆναι	to be put to death	1	If it would be helpful in your language, you could express this with an active form. Alternate translation: “so that they could execute them”
23:33	wj2q		rc://*/ta/man/translate/writing-pronouns	ὅτε ἦλθον ἐπὶ τὸν τόπον	when they came to the place	1	The pronoun **they** includes the soldiers, the criminals, and Jesus. Alternate translation: “when they all arrived at the place”
23:33	m638		rc://*/ta/man/translate/figs-activepassive	τὸν καλούμενον	that is called	1	If it would be helpful in your language, you could express this with an active form. Alternate translation: “that people call”
23:33	m639		rc://*/ta/man/translate/translate-names	Κρανίον	The Skull	1	**The Skull** is the name of a place. Even though it consists of an article and a common noun, translate it following the conventions of your language for names.
23:33	i3vx		rc://*/ta/man/translate/writing-pronouns	ἐσταύρωσαν αὐτὸν	they crucified him	1	In this case the pronoun **they** refers to the Roman soldiers. Alternate translation: “the Roman soldiers crucified Jesus”
23:33	m640		rc://*/ta/man/translate/translate-unknown	ἐσταύρωσαν αὐτὸν	they crucified him	1	See how you translated the term “crucify” in [23:21](../23/21.md). Alternate translation: “the Roman soldiers nailed Jesus to a cross to execute him”
23:33	bjr2		rc://*/ta/man/translate/figs-nominaladj	ὃν μὲν ἐκ δεξιῶν, ὃν δὲ ἐξ ἀριστερῶν	one at the right and one at the left	1	Luke is using the adjectives **right** and **left** as nouns to indicate locations. Your language may use adjectives in the same way. If not, you could supply a noun such as “side” for clarity. Alternate translation: “they crucified one criminal at Jesus’ right side and the other criminal at Jesus’ left side”
23:34	m641		rc://*/ta/man/translate/translate-textvariants	But Jesus said, “Father, forgive them, for they do not know what they are doing”		0	See the discussion of textual issues at the end of the General Notes to this chapter to decide whether to include this sentence in your translation. The next four notes below discuss translation issues in the sentence, for those who decide to include it.
23:34	m642		rc://*/ta/man/translate/grammar-connect-logic-contrast	δὲ	But	1	Luke uses the word **But** to introduce a contrast between what the Roman soldiers were doing to Jesus and the way in which Jesus responded. It would appropriate to indicate a strong contrast here. Alternate translation: “Nevertheless”
23:34	m643		rc://*/ta/man/translate/grammar-connect-logic-result	Father, forgive them, for they do not know what they are doing		0	If it would be helpful in your language, you could reverse the order of the phrases in Jesus’ prayer, since the first phrase gives the reason for the result that Jesus is requesting in the second phrase. Alternate translation: “Father, they do not know what they are doing, so please forgive them”
23:34	m644		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Father		0	**Father** is an important title for God.
23:34	m645		rc://*/ta/man/translate/figs-imperative	forgive them		0	This is an imperative, but it should be translated as a request, rather than as a command. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: “please forgive them”
23:34	qbj8		rc://*/ta/man/translate/writing-pronouns	διαμεριζόμενοι δὲ τὰ ἱμάτια αὐτοῦ, ἔβαλον κλῆρον	But, dividing up his robes, they cast a lot	1	The pronoun **they** refers to the Roman soldiers. Alternate translation: “Then the Roman soldiers cast a lot to decide which of them would get each piece of Jesus’ clothing”
23:34	uk4s		rc://*/ta/man/translate/translate-unknown	ἔβαλον κλῆρον	they cast a lot	1	The term **lot** refers to an object with different markings on various sides that would be used to decide randomly among several possibilities. It would be tossed onto the ground to see which marked side would come up on top. If your readers would not be familiar with a **lot**, you could state that they it was “something like dice,” as UST does. But if your readers would also not be familiar with dice, then you could use a general expression. Alternate translation: “the Roman soldiers gambled”
23:35	a2h5		rc://*/ta/man/translate/figs-explicit	καὶ ἵστήκει, ὁ λαὸς θεωρῶν ἐξεμυκτήριζον, δὲ καὶ οἱ ἄρχοντες	And the people stood by watching, and the rulers were also ridiculing him	1	The implication is that the **people** who **stood by watching** were also **ridiculing** Jesus. Alternate translation: “People had come to watch the crucifixion and they ridiculed Jesus, and the Jewish leaders ridiculed him as well”
23:35	m646		rc://*/ta/man/translate/figs-explicit	οἱ ἄρχοντες	the rulers	1	Here **rulers** refers specifically to the Jewish leaders, not to the Roman **rulers** of the area. Alternate translation: “the Jewish leaders”
23:35	t7mb		rc://*/ta/man/translate/figs-irony	ἄλλους ἔσωσεν	He saved others	1	Here the Jewish leaders are using irony. They do not really believe that Jesus **saved** other people. Alternate translation: “He supposedly saved other people”
23:35	m647		rc://*/ta/man/translate/figs-explicit	ἄλλους ἔσωσεν	He saved others	1	In context, the Jewish leaders are implicitly referring to how Jesus **saved** others by doing miracles on their behalf. If it would be helpful to your readers, you could state that explicitly. Alternate translation: “He supposedly saved other people by doing miracles for them”
23:35	m648		rc://*/ta/man/translate/figs-hypo	ἄλλους ἔσωσεν, σωσάτω ἑαυτόν, εἰ οὗτός ἐστιν ὁ Χριστὸς, τοῦ Θεοῦ, ὁ ἐκλεκτός	He saved others; let him save himself, if he is the Christ of God, the Chosen One	1	The Jewish leaders are mockingly suggesting a hypothetical situation. Alternate translation: “Suppose he really is the Messiah whom God has sent. Then he ought to be able to save himself; after all, he supposedly saved others”
23:35	m3f6		rc://*/ta/man/translate/figs-explicit	σωσάτω ἑαυτόν	let him save himself	1	The implication is that Jesus ought to be able to save himself from dying on the cross, if he is the Messiah and can do miracles. Alternate translation: “let him do a miracle to save himself from dying on the cross”
23:35	a963		rc://*/ta/man/translate/figs-nominaladj	ὁ ἐκλεκτός	the Chosen One	1	The leaders are using the adjective **Chosen** as a noun. ULT adds the term **One** to show this. Your language may use adjectives in the same way. If not, you could translate the term with an equivalent phrase. Alternate translation: “the One whom God has chosen”
23:35	m649		rc://*/ta/man/translate/translate-names	ὁ ἐκλεκτός	the Chosen One	1	This is a title, not a description, so translate it following the conventions in your language for titles, for example, by capitalizing the main words.
23:36	b3jz		rc://*/ta/man/translate/figs-explicit	ἐνέπαιξαν δὲ αὐτῷ καὶ οἱ στρατιῶται, προσερχόμενοι ὄξος προσφέροντες αὐτῷ	Then the soldiers also mocked him, coming up {and} offering him vinegar	1	Luke does not say specifically in what way the soliders **mocked** Jesus by offering him **vinegar**, that is, the sour wine that was their common drink. This could mean: (1) since Luke records in the next verse that the soldiers spoke of Jesus being the “king of the Jews,” the common drink may have been intended to show that they did not really believe he was a king, since a king would have drunk fine wine. Alternate translation: “Then the soldiers also mocked him by coming and offering him cheap sour wine, which was not what a real king would drink” (2) the soldiers may have **mocked** Jesus just by **offering** him something to drink, but then not giving it to him, even though he would have been very thirsty. Alternate translation: “Then the soldiers also mocked him by coming and offering him some of their sour wine but then not giving him any to drink”
23:37	x5wr		rc://*/ta/man/translate/figs-hypo	εἰ σὺ εἶ ὁ Βασιλεὺς τῶν Ἰουδαίων, σῶσον σεαυτόν	If you are the King of the Jews, save yourself	1	The soldiers are mockingly suggesting a hypothetical situation. Alternate translation: “Suppose you really are the King of the Jews. Then save yourself”
23:37	m650		rc://*/ta/man/translate/figs-explicit	σῶσον σεαυτόν	save yourself	1	The implication is that Jesus ought to be able to save himself from dying on the cross. Alternate translation: “do a miracle to save yourself from dying on that cross”
23:38	l5be		rc://*/ta/man/translate/figs-metonymy	ἦν δὲ καὶ ἐπιγραφὴ ἐπ’ αὐτῷ	And there was also an inscription over him	1	Luke is referring to a placard that the soldiers placed above Jesus by association with the fact that it bore an **inscription**, that is, something that the soldiers had written on it. Alternate translation: “The soldiers also attached a placard at the top of Jesus’ cross on which they had written”
23:38	w7aw		rc://*/ta/man/translate/figs-irony	ἦν δὲ καὶ ἐπιγραφὴ ἐπ’ αὐτῷ	And there was also an inscription over him	1	The soliders did not really believe that Jesus was **the King of the Jews**. Rather, putting up this placard was another of the ways in which they mocked him. So the sign said the opposite of what the people who wrote it actually believed. Alternate translation: “the soldiers also attached a placard at the top of Jesus’ cross on which they had written mockingly”
23:39	m651		rc://*/ta/man/translate/figs-activepassive	κρεμασθέντων	having been hung	1	If it would be helpful in your language, you could express this with an active form, and you could state who did the action. Alternate translation: “whom the soldiers had hung on a cross next to Jesus”
23:39	z9ej			ἐβλασφήμει αὐτόν	blasphemed him	1	As in [22:65](../22/65.md), the term **blasphemed** here likely has the general sense of “insulted,” although technically this criminal was guilty of blasphemy in the more specific sense, since he was suggesting that Jesus was not the Messiah. Alternate translation: “insulted him”
23:39	tmy7		rc://*/ta/man/translate/figs-rquestion	οὐχὶ σὺ εἶ ὁ Χριστός?	Are you not the Christ	1	The criminal is using the question form to mock Jesus. If it would be helpful in your language, you could translate this as a statement or an exclamation. Alternate translation: “I thought you were supposed to be the Messiah!”
23:39	g6uk		rc://*/ta/man/translate/figs-irony	σῶσον σεαυτὸν καὶ ἡμᾶς	Save yourself and us	1	The criminal did not really think that Jesus could rescue himself and the two criminals from dying by crucifixion. Instead, he is telling Jesus to do this in order to suggest that Jesus actually cannot do it. So he is saying the opposite of what he actually believes. Alternate translation: “But it looks like you can’t save yourself or us”
23:39	m652		rc://*/ta/man/translate/figs-exclusive	ἡμᾶς	us	1	Since this criminal is using the term **us** to mean himself and the other criminal, but not Jesus, the term **us** would be exclusive here, if your language marks that distinction.
23:40	lb4e		rc://*/ta/man/translate/figs-hendiadys	ἀποκριθεὶς δὲ ὁ ἕτερος ἐπιτιμῶν αὐτῷ ἔφη	But answering, the other, rebuking him, said	1	Together the two words **answering** and **said** mean that the second criminal rebuked the first one in response to what he said to Jesus. You could combine these words into a single expression. Alternate translation: “But the other criminal responded, rebuking him”
23:40	m653		rc://*/ta/man/translate/figs-nominaladj	ὁ ἕτερος	the other	1	Luke is using the adjective **other** as a noun in order to indicate a particular person. Your language may use adjectives in the same way. If not, you could supply the noun “criminal” for clarity. Alternate translation: “the other criminal”
23:40	nk1r		rc://*/ta/man/translate/figs-rquestion	οὐδὲ φοβῇ σὺ τὸν Θεόν, ὅτι ἐν τῷ αὐτῷ κρίματι εἶ?	Do you not even fear God, since you are under the same judgment	1	The second criminal does not expect the first criminal to tell him whether he fears God. Rather, the second criminal is using the question form to rebuke the first criminal. If it would be helpful in your language, you could translate his words as a statement or an exclamation. Alternate translation: “You ought to fear God, since you are dying on a cross just as he is!”
23:40	m654		rc://*/ta/man/translate/figs-explicit	οὐδὲ φοβῇ σὺ τὸν Θεόν, ὅτι ἐν τῷ αὐτῷ κρίματι εἶ?	Do you not even fear God, since you are under the same judgment	1	If it would be helpful to your readers, you could bring out the implications of this statement more explicitly. Alternate translation: “You ought to fear God and show more respect for this godly man, since you are dying on a cross just as he is, and you will soon have to face God and answer for your actions!”
23:40	m655		rc://*/ta/man/translate/figs-metonymy	ἐν τῷ αὐτῷ κρίματι εἶ	you are under the same judgment	1	The second criminal is using the word **judgment** to mean the punishment to which the first criminal was sentenced when the Romans pronounced **judgment** on him. Alternate translation: “you are being executed on a cross just as he is”
23:41	qyp6		rc://*/ta/man/translate/figs-exclusive	ἡμεῖς & ἐπράξαμεν & ἀπολαμβάνομεν	we & we are receiving & we did	1	The second criminal, speaking to the first criminal, is using the term **we** to mean himself and the first criminal. So **we** would be inclusive in all these cases, if your language marks that distinction.
23:41	m656		rc://*/ta/man/translate/figs-verbs	ἡμεῖς & ἐπράξαμεν & ἀπολαμβάνομεν	we & we are receiving & we did	1	Since the term **we** refers to two people here, it would be in the dual form if your language uses that form.
23:41	i4gm		rc://*/ta/man/translate/figs-ellipsis	ἡμεῖς & δικαίως	we justly	1	The second criminal is leaving out some of the words that in many languages a sentence would need in order to be complete. If it would be helpful in your language, you could supply these words from the context. Alternate translation: “we are receiving this punishment justly”
23:41	m657		rc://*/ta/man/translate/figs-nominaladj	ἄξια & ὧν ἐπράξαμεν	worthy of what we did	1	The second criminal is using the adjective **worthy** as a noun. Your language may use adjectives in the same way. If not, you could translate this with an equivalent expression. Alternate translation: “a just punishment for what we did”
23:41	nu35		rc://*/ta/man/translate/figs-nominaladj	οὗτος	this one	1	The second criminal is using the adjective **this** as a noun in order to indicate a particular person, Jesus. ULT supplies the noun **one** to show this. Your language may use adjectives in the same way. If not, you could translate this with an equivalent expression. Alternate translation: “this man”
23:42	mht9		rc://*/ta/man/translate/writing-pronouns	καὶ ἔλεγεν	And he said	1	The pronoun **he** refers to the second criminal, who continues speaking, now to Jesus. Alternate translation: “The second criminal then said”
23:42	j9d9		rc://*/ta/man/translate/figs-idiom	μνήσθητί μου	remember me	1	As in [1:72](../01/72.md), the word **remember** here describes Jesus thinking about this second criminal and considering what action he can take on his behalf. It does not suggest that Jesus would forget about him. Alternate translation: “do what you could to help me”
23:42	m658		rc://*/ta/man/translate/figs-imperative	μνήσθητί μου	remember me	1	This is an imperative, but it should be translated as a polite request rather than as a command. It may be helpful to add an expression such as “please” to make this clear. Alternate translation: “please do what you can to help me”
23:42	zyv3		rc://*/ta/man/translate/figs-idiom	ὅταν ἔλθῃς ἐν τῇ βασιλείᾳ σου	when you come into your kingdom	1	To **come into** a **kingdom** means to begin to rule as king, as UST indicates. Alternate translation: “when you begin to rule as king”
23:43	abcv		rc://*/ta/man/translate/writing-pronouns	εἶπεν αὐτῷ	he said to him	1	The pronoun **he** refers to Jesus, and the pronoun **him** refers to the second criminal. Alternate translation: “Jesus said to this criminal”
23:43	n6w9			ἀμήν, σοι λέγω	Truly I say to you	1	Jesus says this to emphasize what he is about to tell the criminal. Alternate translation: “I can assure you”
23:43	m659			σήμερον μετ’ ἐμοῦ ἔσῃ ἐν τῷ Παραδείσῳ	today you will be with me in paradise	1	See the discussion in the General Notes to this chapter of how the term **today** belongs with this promise that Jesus is making to the criminal, and not with the introduction to the statement. Alternate translation: “you will be with me in paradise today”
23:43	f1fl			τῷ Παραδείσῳ	paradise	1	See the discussion in the General Notes to this chapter of the term **paradise**. Alternate translation: “in the place where people whom God has accepted go when they die”
23:44	m660		rc://*/ta/man/translate/writing-background	καὶ ἦν ἤδη	And it was already	1	Luke uses this phrase to introduce background information that will help readers understand what happens next. He explains that it was about noon so that readers will appreciate how extraordinary it was that the entire sky became dark. Alternate translation: “Now by this time it was”
23:44	x7fl			ὡσεὶ ὥρα ἕκτη	about the sixth hour	1	In this culture, people began counting the hours each day beginning around daybreak at six o’clock in the morning. If it would be helpful in your language, you could express this in the way the people of your culture reckon time. Alternate translation: “about noon”
23:44	m661		rc://*/ta/man/translate/translate-ordinal	ὡσεὶ ὥρα ἕκτη	about the sixth hour	1	If you decide to translate this in the way that the biblical culture reckoned time, but your language does not use ordinal numbers, you can use a cardinal number here. Alternate translation: “around hour six”
23:44	q4t3			σκότος ἐγένετο ἐφ’ ὅλην τὴν γῆν	darkness happened over the whole land	1	The term translated as **land** could refer to: (1) a particular area. Alternate translation, as in UST: “it became dark throughout that whole area” (2) the earth. Alternate translation: “darkness covered the entire earth”
23:44	m662		rc://*/ta/man/translate/figs-metonymy	σκότος ἐγένετο ἐφ’ ὅλην τὴν γῆν	darkness happened over the whole land	1	This could also be a figurative reference to the sky, since it is **over** the **land**. Alternate translation: “the entire sky became dark”
23:44	e8zn			ἕως ὥρας ἐνάτης	until the ninth hour	1	This phrase also expresses the way people in this culture began counting the hours each day beginning around daybreak at six o’clock in the morning. If it would be helpful in your language, you could express this in the way the people of your culture reckon time. Alternate translation: “until three o’clock in the afternoon”
23:44	m663		rc://*/ta/man/translate/translate-ordinal	ἕως ὥρας ἐνάτης	until the ninth hour	1	If you decide to translate this in the way that the biblical culture reckoned time, but your language does not use ordinal numbers, you can use a cardinal number here. Alternate translation: “until hour nine”
23:45	hjt3		rc://*/ta/man/translate/figs-personification	τοῦ ἡλίου ἐκλειπόντος	The sun failed	1	This means that **the sun**, as if it were an active agent, **failed** to give its light. Luke is speaking from an observational perspective. The sun was still shining above the darkness, but its light could not be seen through the darkness. Alternate translation: “It was too dark even to see the light of the sun”
23:45	m664		rc://*/ta/man/translate/translate-symaction	ἐσχίσθη δὲ τὸ καταπέτασμα τοῦ ναοῦ μέσον	and the curtain of the temple was split in the middle	1	See the General Notes to this chapter for an explanation of the symbolic significance of this action.
